,Dataset,Interestingness,HPO,Method,Score,Hyperparams,Duration
1,zelnik6,naive_avg,SMAC HPO,BINARY,0.1190630793604651,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 5,
  'HDBSCAN_2_min_cluster_size': 11,
  'KMeans_1_n_clusters': 27,
  'MeanShift_0_bandwidth': 39.1182369426481,
})",73.81422066688538
2,zelnik6,naive_avg,SMAC HPO,ALG_NUMBER,0.1357533611127813,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 2,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 2,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 10,
  'HDBSCAN_3_min_cluster_size': 16,
  'KMeans_0_n_clusters': 28,
  'KMeans_1_n_clusters': 23,
})",73.8173201084137
0,zelnik6,naive_avg,SMAC BB,FIXED,-0.0529655759137693,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 8,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 7,
  'HDBSCAN_3_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 13,
  'KMeans_0_n_clusters': 30,
  'KMeans_1_n_clusters': 2,
  'KMeans_2_n_clusters': 25,
  'KMeans_3_n_clusters': 30,
  'KMeans_4_n_clusters': 21,
  'MeanShift_0_bandwidth': 49.9842314227623,
  'MeanShift_1_bandwidth': 0.1010807250383,
  'MeanShift_2_bandwidth': 29.144341903683,
  'MeanShift_3_bandwidth': 48.1936896683201,
  'MeanShift_4_bandwidth': 49.9980502731513,
})",169.36809182167053
1,zelnik6,naive_avg,SMAC BB,BINARY,0.1653770023850208,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.True_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.True_,
  'HDBSCAN_0_min_cluster_size': 26,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_4_min_cluster_size': 14,
  'KMeans_3_n_clusters': 8,
  'MeanShift_4_bandwidth': 49.9940040237829,
})",120.99453282356262
2,zelnik6,naive_avg,SMAC BB,ALG_NUMBER,0.1540755561009718,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 26,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 29,
  'KMeans_0_n_clusters': 7,
  'MeanShift_0_bandwidth': 0.1002019009564,
})",109.21915578842165
0,zelnik6,naive_avg,SMAC AC,FIXED,-0.1407481974563512,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 9,
  'HDBSCAN_1_min_cluster_size': 25,
  'HDBSCAN_2_min_cluster_size': 25,
  'HDBSCAN_3_min_cluster_size': 26,
  'HDBSCAN_4_min_cluster_size': 28,
  'KMeans_0_n_clusters': 6,
  'KMeans_1_n_clusters': 22,
  'KMeans_2_n_clusters': 9,
  'KMeans_3_n_clusters': 29,
  'KMeans_4_n_clusters': 17,
  'MeanShift_0_bandwidth': 21.321226900682,
  'MeanShift_1_bandwidth': 27.0159546987637,
  'MeanShift_2_bandwidth': 13.4366969340828,
  'MeanShift_3_bandwidth': 4.4898028447435,
  'MeanShift_4_bandwidth': 39.9495742630884,
})",95.0647325515747
1,zelnik6,naive_avg,SMAC AC,BINARY,-0.0267856786920447,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.True_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.True_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 4,
  'HDBSCAN_1_min_cluster_size': 10,
  'HDBSCAN_3_min_cluster_size': 7,
  'HDBSCAN_4_min_cluster_size': 9,
  'KMeans_0_n_clusters': 27,
  'KMeans_2_n_clusters': 22,
  'KMeans_4_n_clusters': 23,
  'MeanShift_0_bandwidth': 4.4879886091791,
  'MeanShift_3_bandwidth': 6.8878602204596,
})",73.89597916603088
2,zelnik6,naive_avg,SMAC AC,ALG_NUMBER,0.0882833137036376,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 8,
  'HDBSCAN_1_min_cluster_size': 29,
  'HDBSCAN_2_min_cluster_size': 5,
  'HDBSCAN_3_min_cluster_size': 14,
  'KMeans_0_n_clusters': 13,
})",62.6850848197937
0,zelnik6,naive_avg,BOHB,FIXED,-0.1276891131907064,"[('HDBSCAN', {'min_cluster_size': 18}), ('HDBSCAN', {'min_cluster_size': 15}), ('HDBSCAN', {'min_cluster_size': 18}), ('HDBSCAN', {'min_cluster_size': 18}), ('HDBSCAN', {'min_cluster_size': 19}), ('KMeans', {'n_clusters': 15}), ('KMeans', {'n_clusters': 22}), ('KMeans', {'n_clusters': 10}), ('KMeans', {'n_clusters': 20}), ('KMeans', {'n_clusters': 9}), ('MeanShift', {'bandwidth': 43.012881251738655}), ('MeanShift', {'bandwidth': 42.22704729964774}), ('MeanShift', {'bandwidth': 3.6059416822179666}), ('MeanShift', {'bandwidth': 43.53969011599154}), ('MeanShift', {'bandwidth': 1.6674868407869188})]",91.60313963890076
1,zelnik6,naive_avg,BOHB,BINARY,0.1242447965151982,"[('KMeans', {'n_clusters': 2}), ('KMeans', {'n_clusters': 5}), ('KMeans', {'n_clusters': 13}), ('KMeans', {'n_clusters': 29}), ('KMeans', {'n_clusters': 30}), ('MeanShift', {'bandwidth': 41.257270291375306}), ('MeanShift', {'bandwidth': 39.44481513548906}), ('MeanShift', {'bandwidth': 28.131608742343733}), ('MeanShift', {'bandwidth': 1.9232758879856655}), ('MeanShift', {'bandwidth': 9.512528763393227})]",64.3900899887085
2,zelnik6,naive_avg,BOHB,ALG_NUMBER,0.3755173387123436,"[('MeanShift', {'bandwidth': 10.65239493434449}), ('MeanShift', {'bandwidth': 25.01803252246813}), ('MeanShift', {'bandwidth': 19.809859061686463})]",57.6995062828064
0,zelnik6,naive_avg,Optunity,FIXED,-0.121273034349434,"[('HDBSCAN', {'min_cluster_size': 20.5897265625}), ('HDBSCAN', {'min_cluster_size': 6.492529499534642}), ('HDBSCAN', {'min_cluster_size': 8.6725390625}), ('HDBSCAN', {'min_cluster_size': 14.449882812499995}), ('HDBSCAN', {'min_cluster_size': 14.378917528664209}), ('KMeans', {'n_clusters': 4.868906250000004}), ('KMeans', {'n_clusters': 14.329843749999997}), ('KMeans', {'n_clusters': 26.365468750000005}), ('KMeans', {'n_clusters': 22.20921875}), ('KMeans', {'n_clusters': 13.92953125}), ('MeanShift', {'bandwidth': 44.49735546875}), ('MeanShift', {'bandwidth': 21.983878906249995}), ('MeanShift', {'bandwidth': 33.04161969896549}), ('MeanShift', {'bandwidth': 16.420808593750007}), ('MeanShift', {'bandwidth': 25.102628906249993})]",140.48592376708984
1,zelnik6,naive_avg,Optunity,BINARY,0.1168526441221405,"[('HDBSCAN', {'min_cluster_size': 14.53766702382647}), ('HDBSCAN', {'min_cluster_size': 6.605875110978598}), ('KMeans', {'n_clusters': 8.759245170742673}), ('KMeans', {'n_clusters': 16.914842461397498}), ('KMeans', {'n_clusters': 27.896923541378985})]",80.19903349876404
2,zelnik6,naive_avg,Optunity,ALG_NUMBER,0.0954969103375621,"[('HDBSCAN', {'min_cluster_size': 26.099860886351117}), ('KMeans', {'n_clusters': 9.462932648336}), ('KMeans', {'n_clusters': 21.300315513671052}), ('KMeans', {'n_clusters': 6.041505509740538})]",69.41831254959106
0,DS5,naive_avg,SMAC HPO,FIXED,-0.1646317723610527,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 24,
  'HDBSCAN_1_min_cluster_size': 28,
  'HDBSCAN_2_min_cluster_size': 20,
  'HDBSCAN_3_min_cluster_size': 23,
  'HDBSCAN_4_min_cluster_size': 17,
  'KMeans_0_n_clusters': 20,
  'KMeans_1_n_clusters': 25,
  'KMeans_2_n_clusters': 26,
  'KMeans_3_n_clusters': 28,
  'KMeans_4_n_clusters': 4,
  'MeanShift_0_bandwidth': 48.9696458939463,
  'MeanShift_1_bandwidth': 23.7572784562595,
  'MeanShift_2_bandwidth': 49.3488679617643,
  'MeanShift_3_bandwidth': 37.2066777733155,
  'MeanShift_4_bandwidth': 32.56996202562,
})",132.81985592842102
1,DS5,naive_avg,SMAC HPO,BINARY,0.0272391120122774,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 21,
  'HDBSCAN_3_min_cluster_size': 27,
  'HDBSCAN_4_min_cluster_size': 20,
  'MeanShift_0_bandwidth': 5.0341489666142,
})",80.6617636680603
2,DS5,naive_avg,SMAC HPO,ALG_NUMBER,0.0816885619380117,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 3,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 21,
  'HDBSCAN_1_min_cluster_size': 26,
  'HDBSCAN_2_min_cluster_size': 18,
  'HDBSCAN_3_min_cluster_size': 11,
  'KMeans_0_n_clusters': 7,
  'KMeans_1_n_clusters': 28,
  'KMeans_2_n_clusters': 2,
})",77.47689509391785
0,DS5,naive_avg,SMAC BB,FIXED,-0.167080402143443,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 12,
  'HDBSCAN_1_min_cluster_size': 30,
  'HDBSCAN_2_min_cluster_size': 21,
  'HDBSCAN_3_min_cluster_size': 27,
  'HDBSCAN_4_min_cluster_size': 17,
  'KMeans_0_n_clusters': 2,
  'KMeans_1_n_clusters': 22,
  'KMeans_2_n_clusters': 10,
  'KMeans_3_n_clusters': 19,
  'KMeans_4_n_clusters': 24,
  'MeanShift_0_bandwidth': 35.9803164955555,
  'MeanShift_1_bandwidth': 16.5402330052837,
  'MeanShift_2_bandwidth': 31.0446342483179,
  'MeanShift_3_bandwidth': 16.1913304978029,
  'MeanShift_4_bandwidth': 33.4294815301736,
})",140.24918055534363
1,DS5,naive_avg,SMAC BB,BINARY,0.0880557802543734,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.True_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 25,
  'HDBSCAN_1_min_cluster_size': 16,
  'HDBSCAN_3_min_cluster_size': 28,
  'KMeans_2_n_clusters': 23,
  'MeanShift_2_bandwidth': 47.8877072777649,
})",99.78432869911194
2,DS5,naive_avg,SMAC BB,ALG_NUMBER,0.2166674945540058,"Configuration(values={
  'HDBSCAN': 4,
  'KMeans': 0,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 26,
  'HDBSCAN_1_min_cluster_size': 23,
  'HDBSCAN_2_min_cluster_size': 17,
  'HDBSCAN_3_min_cluster_size': 4,
})",84.5430817604065
0,DS5,naive_avg,SMAC AC,FIXED,-0.1780044226689414,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 14,
  'HDBSCAN_1_min_cluster_size': 28,
  'HDBSCAN_2_min_cluster_size': 19,
  'HDBSCAN_3_min_cluster_size': 2,
  'HDBSCAN_4_min_cluster_size': 16,
  'KMeans_0_n_clusters': 19,
  'KMeans_1_n_clusters': 25,
  'KMeans_2_n_clusters': 26,
  'KMeans_3_n_clusters': 12,
  'KMeans_4_n_clusters': 22,
  'MeanShift_0_bandwidth': 23.7329487806107,
  'MeanShift_1_bandwidth': 36.9617248792284,
  'MeanShift_2_bandwidth': 40.9246873097301,
  'MeanShift_3_bandwidth': 45.1101769101798,
  'MeanShift_4_bandwidth': 21.6485565951822,
})",95.25119256973268
1,DS5,naive_avg,SMAC AC,BINARY,-0.0166779634317847,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.True_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 5,
  'HDBSCAN_1_min_cluster_size': 21,
  'HDBSCAN_3_min_cluster_size': 26,
  'HDBSCAN_4_min_cluster_size': 11,
  'KMeans_1_n_clusters': 26,
  'KMeans_2_n_clusters': 18,
  'KMeans_4_n_clusters': 23,
  'MeanShift_1_bandwidth': 41.4204185185874,
})",73.83789825439453
2,DS5,naive_avg,SMAC AC,ALG_NUMBER,-0.0343209385612295,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 10,
  'HDBSCAN_1_min_cluster_size': 17,
  'HDBSCAN_2_min_cluster_size': 4,
  'KMeans_0_n_clusters': 8,
  'MeanShift_0_bandwidth': 13.1825466470704,
})",61.350159883499146
0,DS5,naive_avg,BOHB,FIXED,-0.1443306379099553,"[('HDBSCAN', {'min_cluster_size': 8}), ('HDBSCAN', {'min_cluster_size': 3}), ('HDBSCAN', {'min_cluster_size': 4}), ('HDBSCAN', {'min_cluster_size': 8}), ('HDBSCAN', {'min_cluster_size': 10}), ('KMeans', {'n_clusters': 29}), ('KMeans', {'n_clusters': 16}), ('KMeans', {'n_clusters': 4}), ('KMeans', {'n_clusters': 2}), ('KMeans', {'n_clusters': 6}), ('MeanShift', {'bandwidth': 35.420544075330895}), ('MeanShift', {'bandwidth': 11.925442952163255}), ('MeanShift', {'bandwidth': 4.509995277458578}), ('MeanShift', {'bandwidth': 32.58392570216948}), ('MeanShift', {'bandwidth': 33.593652786402444})]",94.82247519493104
1,DS5,naive_avg,BOHB,BINARY,0.0648946556122726,"[('HDBSCAN', {'min_cluster_size': 28}), ('HDBSCAN', {'min_cluster_size': 9}), ('HDBSCAN', {'min_cluster_size': 4}), ('KMeans', {'n_clusters': 6}), ('KMeans', {'n_clusters': 11}), ('KMeans', {'n_clusters': 8}), ('MeanShift', {'bandwidth': 38.490729288416574}), ('MeanShift', {'bandwidth': 38.65369876114957}), ('MeanShift', {'bandwidth': 41.05645253311134}), ('MeanShift', {'bandwidth': 47.55777783669477})]",63.74838161468506
2,DS5,naive_avg,BOHB,ALG_NUMBER,0.2500394815560753,"[('HDBSCAN', {'min_cluster_size': 5}), ('KMeans', {'n_clusters': 6}), ('KMeans', {'n_clusters': 17}), ('MeanShift', {'bandwidth': 7.532847912639728}), ('MeanShift', {'bandwidth': 27.125680012594728}), ('MeanShift', {'bandwidth': 6.042383481429197}), ('MeanShift', {'bandwidth': 21.297516127309386}), ('MeanShift', {'bandwidth': 49.16123595903549})]",58.881903409957886
0,DS5,naive_avg,Optunity,FIXED,-0.1788253666491808,"[('HDBSCAN', {'min_cluster_size': 27.169171679112612}), ('HDBSCAN', {'min_cluster_size': 23.314977823831185}), ('HDBSCAN', {'min_cluster_size': 3.144938582430602}), ('HDBSCAN', {'min_cluster_size': 8.615349252460984}), ('HDBSCAN', {'min_cluster_size': 21.32258825647397}), ('KMeans', {'n_clusters': 24.568952242503965}), ('KMeans', {'n_clusters': 14.211021581706564}), ('KMeans', {'n_clusters': 29.774517454481163}), ('KMeans', {'n_clusters': 2.5229205896462137}), ('KMeans', {'n_clusters': 19.122682764688687}), ('MeanShift', {'bandwidth': 32.43274543249574}), ('MeanShift', {'bandwidth': 43.285509746345156}), ('MeanShift', {'bandwidth': 31.437505642938508}), ('MeanShift', {'bandwidth': 10.642679651420183}), ('MeanShift', {'bandwidth': 46.91561059354186})]",101.49945306777954
1,DS5,naive_avg,Optunity,BINARY,0.161418102037192,"[('HDBSCAN', {'min_cluster_size': 8.49072265625}), ('HDBSCAN', {'min_cluster_size': 18.60107421875}), ('HDBSCAN', {'min_cluster_size': 23.065488281249998}), ('KMeans', {'n_clusters': 25.874921875}), ('KMeans', {'n_clusters': 2.4665898097028425})]",91.27718997001648
2,DS5,naive_avg,Optunity,ALG_NUMBER,0.4925,"[('HDBSCAN', {'min_cluster_size': 12.984891221890344})]",62.53947305679321
0,wingnut,naive_avg,SMAC HPO,FIXED,-0.2380397576580356,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 1,
  'HDBSCAN_1_min_cluster_size': 16,
  'HDBSCAN_2_min_cluster_size': 2,
  'HDBSCAN_3_min_cluster_size': 19,
  'HDBSCAN_4_min_cluster_size': 6,
  'KMeans_0_n_clusters': 4,
  'KMeans_1_n_clusters': 22,
  'KMeans_2_n_clusters': 23,
  'KMeans_3_n_clusters': 23,
  'KMeans_4_n_clusters': 23,
  'MeanShift_0_bandwidth': 38.9372715305003,
  'MeanShift_1_bandwidth': 2.2071138363174,
  'MeanShift_2_bandwidth': 22.987123396613,
  'MeanShift_3_bandwidth': 8.9067501760088,
  'MeanShift_4_bandwidth': 16.6178404400376,
})",195.12391352653503
1,wingnut,naive_avg,SMAC HPO,BINARY,-0.1615314135861559,"Configuration(values={
  'HDBSCAN_0': np.True_,
  'HDBSCAN_1': np.False_,
  'HDBSCAN_2': np.False_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.True_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_0_min_cluster_size': 12,
  'HDBSCAN_3_min_cluster_size': 15,
  'KMeans_1_n_clusters': 18,
  'KMeans_2_n_clusters': 10,
  'MeanShift_0_bandwidth': 39.9572305873968,
})",121.45116853713988
2,wingnut,naive_avg,SMAC HPO,ALG_NUMBER,-0.0656593256371936,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 1,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 2,
  'KMeans_0_n_clusters': 20,
  'MeanShift_0_bandwidth': 33.425987835601,
})",102.5329041481018
0,wingnut,naive_avg,SMAC BB,FIXED,-0.1925943282287243,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 18,
  'HDBSCAN_1_min_cluster_size': 1,
  'HDBSCAN_2_min_cluster_size': 3,
  'HDBSCAN_3_min_cluster_size': 19,
  'HDBSCAN_4_min_cluster_size': 2,
  'KMeans_0_n_clusters': 23,
  'KMeans_1_n_clusters': 11,
  'KMeans_2_n_clusters': 10,
  'KMeans_3_n_clusters': 14,
  'KMeans_4_n_clusters': 27,
  'MeanShift_0_bandwidth': 49.9949333212012,
  'MeanShift_1_bandwidth': 13.6856289001616,
  'MeanShift_2_bandwidth': 47.5743016996611,
  'MeanShift_3_bandwidth': 0.105699823125,
  'MeanShift_4_bandwidth': 42.9141688905854,
})",197.077086687088
1,wingnut,naive_avg,SMAC BB,BINARY,-0.1250571605035281,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.True_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.True_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.True_,
  'MeanShift_0': np.False_,
  'MeanShift_1': np.True_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.True_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 14,
  'HDBSCAN_2_min_cluster_size': 1,
  'HDBSCAN_3_min_cluster_size': 26,
  'KMeans_1_n_clusters': 9,
  'KMeans_4_n_clusters': 23,
  'MeanShift_1_bandwidth': 36.6596727670574,
  'MeanShift_3_bandwidth': 22.5336484557949,
})",144.44556212425232
2,wingnut,naive_avg,SMAC BB,ALG_NUMBER,-0.016,"Configuration(values={
  'HDBSCAN': 1,
  'KMeans': 0,
  'MeanShift': 1,
  'HDBSCAN_0_min_cluster_size': 16,
  'MeanShift_0_bandwidth': 35.1499682241197,
})",128.01853847503662
0,wingnut,naive_avg,SMAC AC,FIXED,-0.2799542709452264,"Configuration(values={
  'HDBSCAN_0_min_cluster_size': 19,
  'HDBSCAN_1_min_cluster_size': 2,
  'HDBSCAN_2_min_cluster_size': 24,
  'HDBSCAN_3_min_cluster_size': 23,
  'HDBSCAN_4_min_cluster_size': 16,
  'KMeans_0_n_clusters': 24,
  'KMeans_1_n_clusters': 22,
  'KMeans_2_n_clusters': 17,
  'KMeans_3_n_clusters': 13,
  'KMeans_4_n_clusters': 9,
  'MeanShift_0_bandwidth': 24.6605223198118,
  'MeanShift_1_bandwidth': 20.8772439820145,
  'MeanShift_2_bandwidth': 3.8677738860776,
  'MeanShift_3_bandwidth': 42.0608398092323,
  'MeanShift_4_bandwidth': 45.8993175843093,
})",125.55666923522948
1,wingnut,naive_avg,SMAC AC,BINARY,-0.0780264462034296,"Configuration(values={
  'HDBSCAN_0': np.False_,
  'HDBSCAN_1': np.True_,
  'HDBSCAN_2': np.True_,
  'HDBSCAN_3': np.False_,
  'HDBSCAN_4': np.False_,
  'KMeans_0': np.False_,
  'KMeans_1': np.False_,
  'KMeans_2': np.False_,
  'KMeans_3': np.False_,
  'KMeans_4': np.False_,
  'MeanShift_0': np.True_,
  'MeanShift_1': np.False_,
  'MeanShift_2': np.False_,
  'MeanShift_3': np.False_,
  'MeanShift_4': np.False_,
  'HDBSCAN_1_min_cluster_size': 22,
  'HDBSCAN_2_min_cluster_size': 18,
  'MeanShift_0_bandwidth': 4.869362797705,
})",87.47122311592102
2,wingnut,naive_avg,SMAC AC,ALG_NUMBER,-0.0553395668782275,"Configuration(values={
  'HDBSCAN': 3,
  'KMeans': 1,
  'MeanShift': 0,
  'HDBSCAN_0_min_cluster_size': 20,
  'HDBSCAN_1_min_cluster_size': 17,
  'HDBSCAN_2_min_cluster_size': 16,
  'KMeans_0_n_clusters': 23,
})",70.34364867210388
0,wingnut,naive_avg,BOHB,FIXED,-0.2215019571666076,"[('HDBSCAN', {'min_cluster_size': 3}), ('HDBSCAN', {'min_cluster_size': 9}), ('HDBSCAN', {'min_cluster_size': 16}), ('HDBSCAN', {'min_cluster_size': 8}), ('HDBSCAN', {'min_cluster_size': 4}), ('KMeans', {'n_clusters': 10}), ('KMeans', {'n_clusters': 15}), ('KMeans', {'n_clusters': 3}), ('KMeans', {'n_clusters': 3}), ('KMeans', {'n_clusters': 15}), ('MeanShift', {'bandwidth': 32.82219309066044}), ('MeanShift', {'bandwidth': 18.628042204975266}), ('MeanShift', {'bandwidth': 42.89019931873243}), ('MeanShift', {'bandwidth': 35.33199292333738}), ('MeanShift', {'bandwidth': 30.193903225418243})]",173.86356687545776
1,wingnut,naive_avg,BOHB,BINARY,-0.0537895919849028,"[('KMeans', {'n_clusters': 3}), ('KMeans', {'n_clusters': 20}), ('KMeans', {'n_clusters': 20}), ('MeanShift', {'bandwidth': 30.16903151322993}), ('MeanShift', {'bandwidth': 36.07029462640623}), ('MeanShift', {'bandwidth': 3.236909322552939}), ('MeanShift', {'bandwidth': 6.1422377267764485})]",102.92198276519775
2,wingnut,naive_avg,BOHB,ALG_NUMBER,-0.0156735922444933,"[('HDBSCAN', {'min_cluster_size': 20}), ('MeanShift', {'bandwidth': 48.74522177994051}), ('MeanShift', {'bandwidth': 20.655788361176967}), ('MeanShift', {'bandwidth': 23.926609598555462}), ('MeanShift', {'bandwidth': 18.797598033504574})]",100.8703842163086
0,wingnut,naive_avg,Optunity,FIXED,-0.243226364433953,"[('HDBSCAN', {'min_cluster_size': 1.5862001854072452}), ('HDBSCAN', {'min_cluster_size': 15.542801642435299}), ('HDBSCAN', {'min_cluster_size': 19.134974467601303}), ('HDBSCAN', {'min_cluster_size': 2.9681411846030956}), ('HDBSCAN', {'min_cluster_size': 21.319394872867434}), ('KMeans', {'n_clusters': 17.73467766585393}), ('KMeans', {'n_clusters': 20.060410798227473}), ('KMeans', {'n_clusters': 2.3432400970069365}), ('KMeans', {'n_clusters': 26.157374591465807}), ('KMeans', {'n_clusters': 26.383318080682034}), ('MeanShift', {'bandwidth': 44.9798517851251}), ('MeanShift', {'bandwidth': 32.263436937006155}), ('MeanShift', {'bandwidth': 42.17203604571799}), ('MeanShift', {'bandwidth': 23.990164109600194}), ('MeanShift', {'bandwidth': 8.743830042715526})]",160.4372866153717
1,wingnut,naive_avg,Optunity,BINARY,-0.0377043246875206,"[('HDBSCAN', {'min_cluster_size': 16.398320312499997}), ('HDBSCAN', {'min_cluster_size': 20.698050045061635}), ('KMeans', {'n_clusters': 26.89683300005478}), ('MeanShift', {'bandwidth': 35.146882503117055})]",117.66399383544922
